document_id,cleaned_review,sentiment
149,today havent bothered review godfather everyone pretty much know one greatest film ever made imdbs top best picture oscar nearly review imdb whats one review well completing review nut guess time got around reviewing film reviewed long time ago goesthe film perfect dope wouldnt watch unfortunately imdb requires say meet line minimum review ill point need like gangster film enjoy film yes violent nasty spotsbut also brilliantly written produced start finish deserves accolade received advice instead watching godfather godfather part ii see combined version created televisionwith additional scene made rich experience,positive
150,little add review explained wonderful godfather well seen many amazing movie well clunkers godfather beyond amazing many image detail scene seriously cannot get head since watching first time nine hour ago godfather incredibly wellmade acted stand among rest amazing film ive seen much couldnt think single flaw struggling think good enough reason didnt see film true godfather little slowmoving plot take unfold neither flaw slow pacing added elegiac quality godfather plot special plot unpredictable next idea next going take worried whether old enough appreciate film even understand luckily understood perfectly well truly appreciate masterpiece considered godfather one thing look stunning strongly disagree previous reviewer said cinematography horrid cinematography one best asset film scene cinematography lighting quite dark mysterious scene wedding evergreen autumnal picturesque cinematography make godfather look stunning costume beautifully tailored house gorgeous majestic look even car immaculate score nina rota one word outstanding heard many wonderful score lifetime hearing score stick memory much score godfather score beautiful seen main theme haunting way stick head watching film outstanding asset masterly direction francis ford coppola brilliantly written screenplay intelligent thoughtprovoking darkly humorous violence shocking intense especially climax enough almost make heart either beat twice fast stop almost covered eye producer found horse head bed underneath family somewhat loyal honourable come think acting absolutely fantastic bringing life character rich complex perhaps unlikeable first get know warm say godfather one rarity actor give weak performance particular marlon brando brilliant vito heavily disguised yet stately every word dialogue every subtle hand gesture every facial expression brilliantly judged al pacinos casting admittedly risky still truly wonderful job carrying film james caan dignified loyal diane keaton beautiful alluring robert duvall nicely understated conclusion absolutely amazing see completely considered one greatest movie ever made good fact year old brother loved much want see though film good rating bethany cox,positive
151,im year old first time ive watched godfather feel like ive missed something like definitely enjoyed film dragged way longer shouldve definitely pointless scene understand way ahead time im obviously watching year late reason believe didnt enjoy much rest read rest review old film actually really enjoyed dont blame youth ill definitely watch second one aswell point im sure ill really like one ive seen film ive given way better marlon oscar best leading role think shouldve best supporting role al pacino shouldve put oscar marlon wasnt film nearly much thought hed definitely wasnt bad film fact good film thats good film,positive
152,one best film time absolute masterpiece godfather arguably best gangster drama well setting standard cinema,positive
153,love movie gf movie see something new every time seen countless truly story tragedy little comedy exists film easily understood people world film called american story however met others seen movie language seem love appreciation love character different personality represent family society seems like entire cast part every movie love well sound music color light film much part film people could attributed method filmed many part film still find feeling emotion conveyed film never tire appreciating film thank god ffc american treasure fortunate,positive
154,flawless movie movie translates book perfectlythis movie made want director create film everyones acting perfect think puza wrote specifically make hit first crazy,positive
155,must rank best film along part timean ensemble performance weak spot particularly john cazale fredo richard castellano clemenza give wonderfully understated performance believe castellano clemenza brings real touch role john cazale brings troubled fredo life see weak fredo desperately trying live family reputation knowing never father want story one man reluctance drawn murky family businessand gradual change circumstance paint vivid picture violent period u history miss film,neutral
156,definition perfect movie marlon brando established mafia leader hoarse voice cold feature actor affected ghost great performance movie godfather every stare el pacino godfather story music music taking another world making feel like around mafia gang say movie family,positive
157,must admit ive never watched godfather month ago movie fan always ashamed ive seen might unpopular opinion acting quite good actor also became legend business love little detail good never get plot ok wanted wanted go deeper character like michael really think behave like looked silence always waiting catchy moment make feel love called masterpiece didnt happened watched part nearly bored neither surprised twist emotional catched story character relatable didnt felt feeling like robot change theme wouldnt even recognize person abc get murdered doesnt matter yes watch masterpiece regarding review still need watch part list since month didnt itthat say lot,positive
158,finally forced watch masterpiece exactly redeeming feature movie film elite love much long boring tedious experience would never want repeat watching old men convince young men kill old men pointless actual point story crafted sell next installment movie business wellliked show wrong american cimema imdb ranking system,neutral
159,directing coppola perfect well many movie hour yet maintain good level interest audience like godfather coppola deserves credit symbolism message went every scene also directing writing movie well edited strung together word could come mind perfection cinematography music perfect score movie one memorable ever hear could identify right away cinematography actually really drove movie godfather seems mystique give feeling watching something truly remarkable,positive
160,movie strong good script great casting excellent acting top directing hard fine movie done well year old aged well even viewer like mafia type movie watch entire film audience glued happen next film progress family loyalty greed relationship real life great mix artistic style make film memorable,positive
161,godfather trilogy exclusive set movie continue live humanity every generation see say oh watch know world life inside underworld one live except people underworld smart fact smartness thing keep vito caroleones early life shown partii well done show making kid couldnt even tell name went becoming underworld keep senator judge lawyer pocket meeting call five family among impressive scene saga go continuous hour take around various walk life mike don younger son become later school day love life personal life family life business life political life religious life different role mike play life intertwined enjoyed watching movie much wish seen much amazing see partiii made year later parti made everything look continuous watch together need say much godfather father trilogy around everyone know great set movie matter actually get see watch kudos francis ford coppola vishy,positive
162,alright movie simply perfect dont one bad thing say honestly phenomenal acting hollywood greatest talent al pacino give career defying performance godfather along side marlon brando james caan robert duvall young diane keaton movie simply perfect adaptation mario puzos book tell tale immigrant living american dream even though start absolutely phenomenal individual role one remains iconic othersmarlon brando vito fan movie come back watch witness brando absolute finest,positive
163,first say difficult watch movie first time approach open mind glowing review get everywhere many course calling best movie ever made give one extremely high expectation possibility easily disappointed many parody movie also give cult status make one think one know story even one never seen thought godfather good movie nothing really personally wouldnt call greatest movie ever made even one greatest good worth watching im glad ive finally seen nothing portrayal mob life postwar era seemed realistic enough appropriate atmosphere set opening scene revolving around corleones daughter wedding gave mixed feeling thought whole thing went long demonstrate corleones business never ended constantly meeting various people looking favour rather front centre wedding brando course refused accept oscar best actor portrayal corleone wasnt actually taken performance first really didnt think lead actor al pacino corleones son mike thought far important story far interesting watch brando almost cartoonish aura around overrated view pacino excellent character mike interesting movie evolves returned war hero want nothing family business eventual thought bad movie quite watchable part interesting think ive seen better,positive
164,godfather one wellknown film time popularity made legend ultimate mafia film film crop everyday conversation memorable scene horse severed head dead mafia man tomato garden chasing little boy around one film consider best film ever made people thought scene story done brilliantly film difficult follow ive seen much better film godfather despite good scene photography would classify average film good probably could better failed really inspire film,positive
165,one best complete movie ever absolutely everything great directing acting storytelling atmosphere story crime also story family good evil easy succumb temptation film left deep mark film art would dare say art general cast exceptional marlon brandos acting performance particularly impressive character fascinating layered cast really embodied perfectly subtle detail director slowly build story atmosphere excellent direction cinematography brilliant everything film make sense place truly fascinating film work truly remarkable story told best possible way powerful unforgettable film achievement,positive
166,godfather strong contender best film ever made id argue ultimate gangster movie dont worry nearly threehour runtime wont even notice time passing fly production value astounding visual appeal remains impressive throughout around fifty year old outshines many modern film performance brando pacino castellano among others acting phenomenal youre considering hard copy recommend bluray version sharper dvd difference noticeable film significant influence year always one greatest,positive
167,sure watch francis great couldnt asked better moviewill sure watch francis great couldnt asked better moviewill sure watch francis great couldnt asked better movie,positive
168,al pacino marlon brando could go day would hour instead could see good movie actor story acting timeless classic,positive
169,nephew told uncertain term movie making start godfather doesnt believe anything made great merit godfather like birth nation three godfather film bear viewing mario puzo created compelling character francis ford coppola brought life vividly get sucked permanently like mammoth novel period gone wind mario puzo like margaret mitchell way could top book published anyone steeped organized crime history know lot alluded godfather film case point alex rocco play minor character moe green take upon slap fredo corleone around he also got cash flow problem casino he running one would living another planet know referring bugsy siegal godfather story begin end world war ii marlon brando rule roost vito corleone head one large crime family two son james caan sonny john cazale fredo business third al pacino michael come back war decorated hero occasion gathering clan friend daughter talia shire connie gianni rizzi carlo russo character marvelously introduced plot situation laid beautifully marlon brando apparently decided george c scott good refusing oscar patton decided one better send bogus indian princess tell despite bit cheek brando certainly deserved oscar performance vito compelling criminal family man brando might lucky though al pacino really main character three godfather film nominated supporting actor category fact pacino nominated james caan robert duvall play tom heggen family lawyerconsigliere brandos adopted son three way tie guaranteed oscar joel grey cabaret eddie albert nominated heartbreak kid fifth theyre great pacino best actor category singer al martino play johnny fontaine didnt know frank sinatra youd living another planet fact identification made complete fact martino sings one heart corleone wedding early sinatra hit sinatra happy godfather broke relation martino richard conte play barzini one mafia don part underside sinatra legend worked plot well image dialog godfather entered popular culture horse head john marley bed cryptic gangster dialog speaking offer cant refuse lucabrazzi sleep fish stuff remember forever seeing film key scene think godfather retired brando pacino taken crime family brando isnt happy road took success available hoped pacino could stayed family business clean life wasnt maybe next generation think beautifully played fact beautifully played,positive
170,im ready downvoted oblivion intellectually appreciate style influence popularity film attested lasting reputation universally positive review along classic like battleship potemkin metropolis massive impact lauded masterpiece yet like film think value piece film history emotional viewing experience put bluntly see masterpiece time dont feel way watch sure ill give plenty credit acting atmosphere cinematographic technique add soft dreamlike quality everything portrayal gangster seemed far know grounded humanistic caricatured however definitely part drag didnt feel engaging watched expectation idea status id probably think well made film older era nothing earthshattering,neutral
171,new york vito corleone played marlon brando aging godfather mafia family three son sonny james caan fredo john cazale michael al pacino sonny natural successor impulsive shorttempered much thinker fredo overly passive michael war hero looking stay family business corleone family four mafia family new york new jersey peace several year one family decides get illegal narcotic business want corleones help corleone decides family stay narcotic disastrous farreaching consequence consequence suck michael deeper deeper family business hard come superlative movie rightfully regarded one greatest movie time great story based book mario puzo adapted puzo francis ford coppola superb direction coppola wonderful moment sensitivity great drama scene despite nearly three hour long doesnt feel like movie well paced there always something happening coppola suck word go keep enthralled engaged whole time excellent performance marlon brando well deserved best actor oscar al pacino robert duvall james caan nomination best supporting actor movie launched pacinos career revitalised brandos beyond pure art entertainment movie defined set benchmark gangsterdrama gritty crimedramas several excellent james cagney movie white heat pick bunch well original scarface crime drama great film noir drama however none grittiness profundity sheer breadth depth story godfather monumental influence seen work scorsese goodfellas especially tarantino many director overtly excellent tv series soprano alltime classic,positive
172,engrossing motion picture feature finest editing cinematography performance ever wonderful theme family run film later sequel one truly judged love unconditional god one truly judge easily word masterpiece describes film thats said manywho argue masterpiece right money,positive
173,film pretty much perfection craft every single aspect godfather outstanding many iconic line moment throughout movie replicated entrenched culture year really isnt much else say truly peak filmmaking,positive
174,still one iconic film today fun modern people watch every friend want,positive
175,godfather deserves called best movie history personal point view nothing wrong,positive
176,godfather smart well written oscar winner best adapted screenplay well performed would succeeded worst circumstance marlon brando oscarwinning even though refused award give performance lifetime head mafia family anything everything dominate organized crime postworld war ii new york city however face crime quickly changing syndicate targeting brando eliminate competition one figured youngest son al pacino oscarnominated may even ruthless maniacal father robert duvall james caan received oscar nomination role wicked mix diane keaton talia shire abe vigoda john cazale arguably best work respective career godfather epic filmmaking ended first true picture deal topic nonfilm noir style amazing achievement probably best movie produced saying whole lot way quite possibly greatest motion picture time excellent movie every cinematic angle imaginable star,positive
177,godfather arguably overrated movie ever made fair technical feast impressive period design music memorable nothing else pacino dull keaton forgettable duvall go motion script lack punch probably goodfellas one movie tell rise fall story godfather three movie far enjoyable vivid way,positive
178,marlon brando vito corleone head perhaps powerful new yorkarea mafia family wellrespected film directorwriter francis ford coppola film begin vito receiving business guest office home daughter connies talia shire wedding reception taking place epic plot take place many year telling story vito familyincluding michael al pacino santino james caan tom hagen robert duvall associate interaction mob syndicate godfather commonly considered one greatest film time even though ive given wouldnt put kind exalted emphasis ive given literally thousand film year godfather barely made think number flaw coppola also knack transcending problem brilliant move another rate definitely mustsee viewingeven highly regardedif youve experienced film yet think good idea attain cultural literacy film popularly loved godfather become necessary element achieving literacy shorn gangster trapping godfather sprawling soapoperatic tone sprawl appropriate origin novel mario puzo also cowrote screenplay coppola large cast charactersmaybe large difficult keep track everyone even youve watched film couple time may find scene mobster seem spontaneously appear catch saying wait guy supposed soap opera angle positive negative depending taste tend like soapoperatic story course coppola put yummy gangster topping one make palatable guy like root though godfather concerned realistic depiction dysfunctional family try make lifeincluding marriage birth adultery spat family member tiff others community theory soap opera angle account much film appeal slight lack focus sprawl account much reason barely gave film two thing help film transcend lower score even though gangster stuff far surpassed graphic brutality intervening year dramatic context violence usually give tremendous impact film like ichi killer watched first time night watching godfather make godfather brutality fit sesame street comparison however although ichis violence effective setting knob doesnt make better besides ichi top would make many godfather fan want hurl extent coppola puzo focus extended corleone family create tremendous depth relationship whole film looked fascinating depiction oscillating dynamic family pole pair interactingdistancing controllack control benevolencemalevolence character stance action combination range characteristic everyone dance around pole speak throughout film angle even attractive surface violence well attractive u fan stuff artwork mainly purpose pushing character one pole implication underlying mechanism natural tendency towards achieving dynamic equilibrium superficial stylistic factor help push score also obvious everyone grandparent mentioned performance tough go wrong cast including al pacino marlon brando robert duvall james caan diane keaton another commonly mentioned element agree fantastic superbly integrated create atmosphere nino rota score less often mentioned consistently intriguing cinematography gordon willis willis unusual shot film subtle barely noticeable unless youre looking opening example consists long last minute zoom amerigo bonasera salvatore corsitto shot beautifully litmost frame extremely dark giving bonasera chiaroscuro effect opening also unusual long monologue minor character willis coppola knack placing actor frame create depth interesting visual pattern done slyly first blush wouldnt believe something thought keep mind watching see delightful visual path zigzag wind focal point created confluence actor scenery frame havent seen godfather important thing watching forget greatest film time hype thats likely set expectation could never met likely youll disappointed think one better film one hollywood admirable relatively odder director featuring earlier performance well known cast keep mind much historical family saga crime gangster film,positive
179,vito corleone marlon brando head mafia family sonny james caan eldest heir apparent michael al pacino return wwii hero want keep family business refuse go drug business precipitate mob war doubt one greatest movie time director francis ford coppola crafted masterpiece mario puzos novel great story great character great actor playing forty year later still compelling ever pacing slower today standard pack punch potent anything recent acting power alone incredible consider al pacino new unknown kid cast unquestionable best hollywood offer era every minute iconic scene way list rarely give rarer still give reservation perfect movie enough cultural significance originality godfather still referenced today may hater sleep fish,positive
180,power cinema purest vivid expression screenplay direction cinematography acting editing come elevated form francis ford coppola craftsman every director artist draw inspiration power word action character provides standard upon following history cinema relies historic work art,neutral
181,movie great every way great plot great character memorable quote scene great representation book based must see everyone,positive
182,giving summary classic let say masterpiece masterpiece come movie review movie consider godfather greatest time rate movie according greater movie one vito corleonemarlon brando godfather corleone family mafia michael corleoneal pacino return war intention joining family business bad blood head five family cause shooting vito keep michael away kay adamsdiane keaton girlfriend closer family sonny james caan fredojohn cazale connietaila shire family lawyer tom hagenrobert duvall sonny take family business vitos bad health take aggressive action war created head family leading assassination betrayal revenge suffering part end chaos michael corleone take family business father adviser movie absolutely flawless lighting incredible dark point brandos eye shadowed acting insanely great brando better acting job godfather waterfront pacinos acting superb star first major role leading many great performance following james caan robert duvall diane keaton give great performance well movie received oscar nomination acting alonebrando leading role pacino caan duvall supporting role movie nominated academy award best picture best screenplay best actormarlon brandoin overall movie flawless every aspect critic look highly entertaining shocking tear jerking epic proportion highly recommend movie,positive
183,godfather francis ford coppola epic classic masterpiece one best crime film world ever made favorite best film always watch none movie like godfather didnt make job well done like mario puzos godfather godfather film mafia crime family outbreak new york city gang war late one original movie brat hit seven film director coppola collaborated epic film screenplay mario puzo written bestselling novel name mafia dynasty corleones godfather catapulted francis ford coppola directorial superstardom popularized following euphemistic phrase brutal coercion im gonna make offer cant refuse love film death marlon brandos performance one best acting superb awesome marlon brandos memorable character two film later made superman apocalypse major hit box office never made making sequel three film brilliant performance known today al pacino played michael corleone superb brilliant love film set late summer show history really aging head famous crime family decides transfer position one subaltern series unfortunate event start happening family war begin wellknown family leading insolence deportation murder revenge end favorable successor finally chosen best best film world love superb threepart gangster saga inaugurated film italianamerican director francis ford coppola godfather first two part lush grand saga among celebrated landmark film time many film reviewer consider second part equal superior original although first part tremendous critical commercial success highest grossing film time mythic tragic film contributed resurgence american film industry decade competition cinema abroad francis ford coppola epic feature marlon brando oscarwinning role patriarch corleone family director coppola paint chilling portrait sicilian clan rise near fall power america masterfully balancing story corleones family life ugly crime business engaged based mario puzos bestselling novel featuring careermaking performance al pacino james caan robert duvall searing brilliant film garnered ten academy award nomination three including best picture paramount picture godfather american crime film directed francis ford coppola produced albert ruddy screenplay mario puzo coppola starring marlon brando al pacino leader fictional corleone new york crime family story span year concentrating transformation michael corleone reluctant family outsider ruthless mafia bos chronicling family patriarch vito definitely one best crime gangster movie time movie changed history forever francis ford coppola direction superb fantastic even shot camera scene impossible lost film character development terrific cast awesome epic scene love talia shire connie corleone wonderful fantastic job michael sister vitos daughter gosh movie awesome fantastic love death grade badass seal approval studio paramount picture starring marlon brandoal pacinojames caan richard castellano robert duvallsterling hayden john marley richard contediane keaton director francis ford coppola producer albert ruddy screenplay mario puzo francis ford coppola rated r running time hr min budget box office,positive
184,never liked imdb top list havent thought one long time watched shawshank immediately became fan somewhere read godfather top shawshank thats decided take chance godfather wasnt fan gangster flick fair say never thought id sit hour minute say film changed every thing taste movie watching ended fan gangster movie went watch pretty old movie longest running film fan imdbs go movie th timeyesterday compelled write review hereim gonna say anything new review anyone reading guess probably watched movie inspired enough read review give thump opinion greatest gangster film ever arguably greatest movie time,positive
185,contains good actor effect sound music direction film considered best film time watch think good great think movie like imdb metacritic rt great film watch multiple time like music wouldnt say bad say dont think worth imdb lot reward movie got still love little overrated hope helpful godfather,positive
186,corleone family face threat life business one greatest movie time recently watched th anniversary theatrical release epic cinema experience speaks volume watched multiple time minute still fly little say already covered reviewer movie designed entertainment whilst others artistic expression godfather incredibly well every scene beautifully shot great visual storytelling combine form compelling plot unforgettable presentation character often regarded greatest opening scene character establishment movie history hard disagree another great aspect shot framing al pacino change character michael develops throughout story also shot diane keaton place character kay outside family numerous situation course famous baptism fire sequence despite incredibly dark subject matter truly amazing piece filmmaking pacino marlon brando james caan robert duvall john cazale talia shire richard castellano brilliant along rest cast portray character never like million year cannot help another golden era hollywood filmmaking godfather one best produced,positive
187,film contains element genuine masterpiece attention detail history tradition absolutely wonderful screenplay comparative closeness novel storyline became template future story genre performance one single character flaw entire cast continues amaze film fact correct actor actress chosen role chosen perfect point respective career throughout film one actor actress seems old young part anyone including extremely strong diane keaton seem place unconvincing plot storyline could better one film matter many time youve seen still continues amaze entertain way inform like classic preceded hold well time probably continue currently vhs godfather saga first movie woven together chronological order absolutely amazing begin birth vito end eventual rise michael although francis ford coppola like version epic sure wish would release dvd,positive
188,movie often considered best ever life hype everyone see movie point hollywood best money advice taken mob classic,positive
189,movie strong good script great casting excellent acting top directing every single aspect godfather outstanding hard fine movie done well year old aged well hollywood best money advice taken mob classic,positive
190,immortal contribution cinema one prime example filmmaking art godfather remarkable insideout look life mafia family also paint astounding portrait organised crime scoring full mark aspect filmmaking direction screenplay acting cinematography editing music crime drama immerses viewer world beginning narrates story strong magnetic grip next three hour impossible impressed amazed even many viewing nothing complain classic weakness exploit view respect motion picture masterpiece get higher based novel name mario puzo godfather tell story corleone family respectable powerful family major underworld influence overseen vito corleone termed godfather peer token respect corleone refuse enter drug business series event set motion result assassination attempt increasing rivalry among mafia family pave way don youngest son rise take father job order protect family settle dispute film revolves around michael corleone don youngest son even main plot story evolution michael doeeyed outsider didnt want get family business ruthless bos later story direction francis ford coppola short amazement way filmed scene beginning end casting decision made chosen location shooting remarkable screenplay memorable quote cowritten mario puzo overall style narration look film brilliantly done cinematography carried beautifully decision shoot technicolor print pay enormously well provided film vintage look wonderfully matched timeline represented also added artistic flair whole medium editing precisely done character getting enough time onscreen without robbing expertly controlled pace nino rota score open film sad almost funerallike theme music boast track sound unusual crime drama also fit film ambiance remarkably well overall work entire technical crew much responsible film success direction writing performance far performance go godfather feature cast incredibly gifted actor marlon brando james caan al pacino robert duvall john cazale diane keaton richard castellano talia shire al lettieri many every one topnotch form marlon brando make corleone truly giving character set unique look trait delivers possibly greatest performance time also immortalised character corleone cinema forever permanently engraved brandos status one world finest actor al pacino also make mark big stage delivers next great performance michael corleone plus rise power reluctant outsider ruthless mafia bos remains one spectacular character arc ever exhibited film canvas james caan star sonny corleone don hotheaded eldest son dont recall caan delivering performance calibre go richard castellano play clemenza caporegime corleone family notable work include robert duvall tom hagen diane keaton kay adam talia shire connie corleone abe vigoda tessio al lettieri virgil sollozzo complains department either telling tale span ten year corleone family three hour also reflecting world organised crime immense character depth complexity unlike anything ingeniously blending impressive direction sturdy writing impeccable performance striking quote innovative storytelling mesmerizing score godfather exceptionally wellmade motion picture certainly one best cast ever since release become benchmark great masterpiece measured influence cinema especially gangster genre unprecedented overall scale godfather universally accepted one world cinema finest film arguably greatest ever performance marlon brando al pacino alone stuff legend plus film also mark significant moment cinema opinion baton passed marlon brando finest actor generation al pacino later became finest actor subsequent era film doesnt need recommendation must watch every cinema lover movie unanimously hailed great one critic filmmaker viewer around world godfather unquestionably one classic opinion one deserves top spot cinematic treasure neither refuse ignore godfather genre filmmaking perfect genuine complete crystalline pure one hundred percent recommended,positive
191,marlon brandos acting godfather sublime film worth watching however find film longwinded time boring liked slow progression storyline understand francis ford coppola film way felt film lacking something could done bit excitement suspense make film gripping let say watched film year ago still havent seen godfather hurry either average film worth watching say seen,neutral
192,superb movie remember watched college,positive
193,godfather used hold top spot imdbs top movie list sits number two behind frank darabonts emotionally manipulative crowdpleaser shawshank redemption become goto title people cant arsed think come naming favourite film people clearly arent showing godfather enough respect perhaps need taught lesson capiche opinion francis ford coppola sweeping mafia epic based mario puzas bestselling novel trump shawshank every way film boast superior cast headed marlon brando al pacino excellent support james caan robert duvall tom robbins morgan fairchild simply match coppola storytelling impeccable start finish drawing viewer film inextricably michael corleone pacino drawn sinister violent underworld sicilian organised crime darabont reasonable enough job papering shawshanks plot hole fails lend film sense style class evident every scene godfather nino rota score coppola movie sublime majestic piece music emotive note evoke entire genre cant even recall shawshanks score rather unsurprisingly shawshank redemption deal theme redemption close contrived feelgood ending godfather darker far complex dealing loyalty honour obligation destiny desire vengeance violence love hate trust doesnt sellout sappy happy ending closing instead michael embracing lifestyle sought avoid perfectamundo thats italian perfect possibly short godfather every department,neutral
194,godfather one iconic film cinema history three point film made stand alone direction acting writing direction film great france fran coppela really know make great film like steven spilberg peter jackson james cameron many others list one greatest director hollywood he role model acting terrible kidding acting amazing marlon brando carry anchor movie al pacino hold carefully cast movie good example cast chemistry great cast writing awesome coppela know writing script major blockbuster hit thats he role model godfather one favorite film time would recommend see movie awesome,positive
195,godfather dont already know corleone mafia family struggling survive war rival family thats simplistic summary get masterpiece there way describe simple line there already ton excellent wellthoughtout review imdb there really little add overwhelming praise film obviously one greatest movie time reputation welldeserved direction cast score script good get whole production flawless youre likely find film isnt thing would change one movie see least die,positive
196,one thing thats bit annoying seeing godfather sense viewer feel required bow film worship movie perfection else reveal person taste well definitely acknowledge good movie necessarily great personal favorite list starter definitely give great character atmosphere there really nothing movie couldnt get reading book fact strength film come way director actor faithfully bring novel life whats best question acting judged scale alone get cannot disagree state combine best acting performance american film history directing scriptwriting also good worthy least whats good pacing others noted film boring time notably least time spent showing mike sicily shot cop turk getting married doesnt really show much anything really contribute much story contrast book made particular subplot far interesting relevant heart problem ive seen movie ive read book far enjoyed latter book give sort detail movie skip example film al neri guy dressed cop performs one mike hit men book learn went good cop bad temper taking role held luca brasi another character developed far fully book one hand intellectually acknowledge great talent displayed making film must admit isnt satisfying emotionally character seem cold distant never really cared much respect much preferred goodfellas acting wasnt good character far engaging pacing much lively short godfather sort like great somber piece music something admire dance,positive
197,first always heard lot people younger godfather epic movie time always memorized vito corleones face kid year later decided time watch movie netflix oh good sharp chemistry make stuff actor always transcend transcend much vito corleone one best movie character ever performance actor gave one best performance time al pacino michael corleone arguably best performance ever cant say enough marlon brando need state obvious best reason would go forever godfather favourite movie time would word havent watched give try see masterpiece also make godfather special line hero villain one really call calm guy like vito corleone bad guy technically well good bla bla bla go mind challenge always saw vito hero godfather grew thought like antihero michael always anti hero opinion godfather give blend epic character fiction history ever let alone movie,positive
198,plot directing cinematography character acting music score theme emotion overall im gonna make offer cant refuse vito corleone,neutral
199,pouring alcohol injury counting number book available big library reading book watching weather channel hour looking needle haystack counting hay haystack sharpening pencil row seeing tortoise walk distance let say million mile get idea dont movie sloooooooooow story draaaaaaaaaaaags torture end wondered point mess movie seemed like also going tell u story michael son grandson great grandson great great grandson well seemed endless endless wondered imdb user praise much every single person know despises movie beyond dull end somehow michael got rid enemy minute simple made would kept suffering dreck watching never want watch one called classic like citizen kane casablanca schindlers list gone wind etc seems ba rule movie cant artistic entertaining movie combine thing true classic one example pulp fiction movie perfect every possible way ill rate movie dont give one marlon brando great way al pacino sucked movie couldnt inexpressive,positive
200,mafia always seen evil secretive interesting enough story came godfather today countless movie television show take place gangster mafia great risk must francis ford coppola adapt mario puzos bestseller big screen succeeded two area believe important film acting writing screenplay coppola puzo one tightest carefully constructed script movie film take place completely within world corleone family never asked hate people sympathize yet due countless scene involving eating drinking talking minute wedding scene beginning set mood tone showing people taken advantage american dream know care happens despite fact evil acting powerful effective impossible think anyone could filled role instead al pacino hated producer loved coppola play michael straight emotionless blank stare say everything nothing along see change change heart personality amazing development whole film james caan perfect hotheaded sonny robert duvall perfect levelheaded tom hagen course marlon brando overtakes everyone aging patriarch vito corleone brando usually considered greatest actor ever go full length portraying man america life growing weary direction business seems going godfather one best film ever fact able suck completely world long never plod always build every scene indeed early scene somewhat setup something later actor play straight smooth everything completely convincing gordon willis dark moody photography add drama evoking hidden agenda secret nino rota composed one famous movie theme seems tell u life going get bad listened vito film put coppola map made director reckon like corleones,positive
201,one many thing stand test time film rich deeply colored softness image doesnt seem dated fact beautiful way peddling presentation testament artistic framing art godfather along character forbidden outsider world mafia make memorable monument craft filmmaking period detail casting another spot representation larger life character primal environment look actor semiwhispered dialog tightly confined room verboten landscape fact people real realization expectation surprise may best film time claim like one movie taken seriously certainly finely crafted work art influence hardly measured although director came close two godfather movie incredible apocalypse forever noticed creative force behind godfather godfather ii worthy inclusion best film list,positive
202,present filming horse head scene done police officer nassau county police department new york believe mid part assigned along officer sergeant guggenheim estate sand point nassau county ny estate county property filming horse head scene dining room scene robert duvall request john marley give filmsinging role one don relative marley decline duvall see horse prancing meadow outside duvall say tell ny marley shrug duvall within scene coppola actually used real head horse shipped ice huge crate mixed blood concoction coppola actually picky head wanted use marley open sheet discovers head look like sunrise actually raining outside yellow cellophane put window proper lighting look like sun coming yet raining outside scene horse prancing outside done another location guggenheim family rich art collection etc throughout mansion police safeguard collection girlfriend wife year away college bank phone set phone talking long time three four day assigned young realize assignment would important movie world plenty staff extra etc hour per day meal catered also assigned traffic sometime later near toll booth scene filmed old mitchel field air base look close toll booth yellow parking line ground lindbergh friend guggenheim flew nearby roosevelt field somewhere attic police memo book exact date assigned rookie making godfather well guess said enough contact need information btw retired year career became supervisor assigned several movie filming gold coast long island one new version sabrina starring harrison fordps never saw marlon brando think scene done staten island part nycthanks,neutral
203,epic film mafia family called corleones take place family overseen corleone marlon brando son help fatherexcept youngest michael al pacino want part family businessbut might choice fantastic film run three hour youre never bored wonderfully directed francis ford coppola also one rare film perfect castno one bad also fun see pacino james caan robert duvall diane keaton young full life many line ill make offer cant refuse become legendary also violence considered extreme pretty tame today character getting shoot toll booth pretty top favorite scene end keaton realizes shes married look face perfect huge hit box office loved critic public alike rightfully called gone wind masterpiece well worth seeing,positive
