review,cleaned_review
WILL FOR SURE WATCH AGAIN FRANCIS WAS GREAT IN THIS AND COULDNT HAVE ASKED FOR A BETTER MOVIEWILL FOR SURE WATCH AGAIN FRANCIS WAS GREAT IN THIS AND COULDNT HAVE ASKED FOR A BETTER MOVIEWILL FOR SURE WATCH AGAIN FRANCIS WAS GREAT IN THIS AND COULDNT HAVE ASKED FOR A BETTER MOVIE.,sure watch francis great couldnt asked better moviewill sure watch francis great couldnt asked better moviewill sure watch francis great couldnt asked better movie
"AL Pacino, Marlon Brando, I could go on all day but we would be here for 3 hours, and instead of that you could just see for yourselves how good this movie and actors are. Story 10/10 Acting 10/10 Timeless classic.",al pacino marlon brando could go day would hour instead could see good movie actor story acting timeless classic
"My nephew who is all of 17 told me in no uncertain terms that movie making with him starts with The Godfather. He doesn't believe anything made before it is of any great merit. For him The Godfather is like The Birth of a Nation.

All three of The Godfather films can bear viewing over and over again. Mario Puzo created such compelling characters and Francis Ford Coppola brought them to life so vividly that you just get sucked in permanently. Like that other mammoth novel about a period, Gone With the Wind, Mario Puzo was like Margaret Mitchell in that there was no way he could top himself after the book was published.

Anyone steeped in organized crime history will know a lot about who is being alluded to in all of the Godfather films. Case in point, Alex Rocco who plays the minor character of Moe Green who takes it upon himself to slap Fredo Corleone around. He's also got a cash flow problem at the casino he's running. One would have to have been living on another planet to not know he was referring to Bugsy Siegal.

The Godfather story begins at the end of World War II where Marlon Brando rules the roost as Vito Corleone head of one of the large crime families. Two sons, James Caan (Sonny) and John Cazale (Fredo) are in the business and the third Al Pacino (Michael) has just come back from the war a decorated hero. The occasion is the gathering of the clan and friends for daughter Talia Shire (Connie) to Gianni Rizzi (Carlo Russo). All the characters are marvelously introduced and the plot situations laid out beautifully.

Marlon Brando who apparently decided that what George C. Scott did was so good in refusing the Oscar for Patton decided to do him one better and send up a bogus Indian princess to tell why. Despite that bit of cheek Brando certainly deserved an Oscar for his performance. Don Vito is compelling as criminal and family man. Brando might have been lucky though in that Al Pacino who really is the main character in all three Godfather films was nominated in the Supporting Actor category.

In fact Pacino was nominated with James Caan and Robert Duvall who plays Tom Heggen the family lawyer/consigliere and Brando's adopted son. That three way tie guaranteed the Oscar for Joel Grey in Cabaret with Eddie Albert being nominated for The Heartbreak Kid as the fifth. They're all great, but Pacino should have been in The Best Actor category.

Singer Al Martino plays Johnny Fontaine who if you didn't know that this was Frank Sinatra again you'd have to have been living on another planet. In fact the identification is made complete by the fact that Martino sings I Have But One Heart at the Corleone wedding which was an early Sinatra hit. Sinatra was not happy with The Godfather and broke off relations with Martino and with Richard Conte who plays Don Barzini one of the other Mafia Dons. Part of the underside of the Sinatra legend is worked into the plot as well.

The images and dialog of The Godfather have entered into our popular culture. The horse's head in John Marley's bed, the cryptic gangster dialog of speaking of an ""offer he can't refuse"", or ""Lucabrazzi sleeps with the fishes"" is all stuff we remember forever after seeing the film.

The key scene I think in The Godfather is between the retired Brando and Pacino who has taken over the crime family. Brando isn't happy about the road he took for success, but it's what was available to him. He hoped that Pacino could have stayed out of the family business and had a clean life. It wasn't to be, but maybe the next generation. I think it's beautifully played.

In fact it's all beautifully played.",nephew told uncertain term movie making start godfather doesnt believe anything made great merit godfather like birth nation three godfather film bear viewing mario puzo created compelling character francis ford coppola brought life vividly get sucked permanently like mammoth novel period gone wind mario puzo like margaret mitchell way could top book published anyone steeped organized crime history know lot alluded godfather film case point alex rocco play minor character moe green take upon slap fredo corleone around he also got cash flow problem casino he running one would living another planet know referring bugsy siegal godfather story begin end world war ii marlon brando rule roost vito corleone head one large crime family two son james caan sonny john cazale fredo business third al pacino michael come back war decorated hero occasion gathering clan friend daughter talia shire connie gianni rizzi carlo russo character marvelously introduced plot situation laid beautifully marlon brando apparently decided george c scott good refusing oscar patton decided one better send bogus indian princess tell despite bit cheek brando certainly deserved oscar performance vito compelling criminal family man brando might lucky though al pacino really main character three godfather film nominated supporting actor category fact pacino nominated james caan robert duvall play tom heggen family lawyerconsigliere brandos adopted son three way tie guaranteed oscar joel grey cabaret eddie albert nominated heartbreak kid fifth theyre great pacino best actor category singer al martino play johnny fontaine didnt know frank sinatra youd living another planet fact identification made complete fact martino sings one heart corleone wedding early sinatra hit sinatra happy godfather broke relation martino richard conte play barzini one mafia don part underside sinatra legend worked plot well image dialog godfather entered popular culture horse head john marley bed cryptic gangster dialog speaking offer cant refuse lucabrazzi sleep fish stuff remember forever seeing film key scene think godfather retired brando pacino taken crime family brando isnt happy road took success available hoped pacino could stayed family business clean life wasnt maybe next generation think beautifully played fact beautifully played
"I'm ready to be downvoted into oblivion. Intellectually, I can appreciate the style, influence and popularity of this film as attested by its lasting reputation and universally positive reviews. Along with other classics like The Battleship Potemkin and Metropolis, it had a massive impact and has been lauded as a masterpiece. Yet, just like those films, I think it has more value as a piece of film history than an emotional viewing experience in itself. To put it more bluntly, I can see why it was a masterpiece at the time but I don't feel that way when I watch it now.

For sure, I'll give it plenty of credit for its acting and atmosphere. The cinematographic techniques add a soft, dreamlike quality to everything. The portrayal of the gangsters seemed (as far as I know) grounded and humanistic, not caricatured. However, there are definitely parts where it drags on and didn't feel engaging. If I watched this with no expectations and no idea of its status, I'd probably just think it's a well made film from an older era but nothing earth-shattering.",im ready downvoted oblivion intellectually appreciate style influence popularity film attested lasting reputation universally positive review along classic like battleship potemkin metropolis massive impact lauded masterpiece yet like film think value piece film history emotional viewing experience put bluntly see masterpiece time dont feel way watch sure ill give plenty credit acting atmosphere cinematographic technique add soft dreamlike quality everything portrayal gangster seemed far know grounded humanistic caricatured however definitely part drag didnt feel engaging watched expectation idea status id probably think well made film older era nothing earthshattering
"New York, 1945. Don Vito Corleone (played by Marlon Brando) is the aging Godfather of a mafia family. He has three sons - Sonny (James Caan), Fredo (John Cazale) and Michael (Al Pacino). Sonny is his natural successor but is impulsive, short-tempered and not much of a thinker. Fredo is overly passive. Michael is a war hero and looking to stay out of the family business. The Corleone family and the other four mafia families of New York and New Jersey have been at peace for several years now. Then one of the families decides to get into the illegal narcotics business and wants Don Corleone's help. Don Corleone decides that his family should stay out of narcotics. This has disastrous and far-reaching consequences, consequences that will suck Michael deeper and deeper into the family business.

Hard to come up with any more superlatives for this movie, as it is rightfully regarded as one of the greatest movies of all time. Great story, based on the book by Mario Puzo and adapted by Puzo and Francis Ford Coppola. Superb direction by Coppola - some wonderful moments of sensitivity and great drama scenes. Despite being nearly three hours long it doesn't feel like it at all. The movie is very well paced and there's always something happening. Coppola sucks you in from the word go and keeps you enthralled and engaged the whole time.

Excellent performances too. Marlon Brando well deserved his Best Actor Oscar, as did Al Pacino, Robert Duvall and James Caan their nominations for Best Supporting Actor. The movie launched Pacino's career and revitalised Brando's.

Beyond the pure art and entertainment of the movie, it defined, and set the benchmark for, the gangster-drama. There had been gritty crime-dramas before. In the 1930s and 40s we had several excellent James Cagney movies (White Heat from 1949 being the pick of the bunch), as well as the original Scarface and other crime dramas. In the 1940s and 50s there were some great film noir dramas. However, none of these had the grittiness, profundity and sheer breadth and depth of story of The Godfather.

So monumental its influence can be seen in the works of Scorsese (Goodfellas, especially), Tarantino, many other directors and, most overtly, the excellent TV series The Sopranos.

An all-time classic.",new york vito corleone played marlon brando aging godfather mafia family three son sonny james caan fredo john cazale michael al pacino sonny natural successor impulsive shorttempered much thinker fredo overly passive michael war hero looking stay family business corleone family four mafia family new york new jersey peace several year one family decides get illegal narcotic business want corleones help corleone decides family stay narcotic disastrous farreaching consequence consequence suck michael deeper deeper family business hard come superlative movie rightfully regarded one greatest movie time great story based book mario puzo adapted puzo francis ford coppola superb direction coppola wonderful moment sensitivity great drama scene despite nearly three hour long doesnt feel like movie well paced there always something happening coppola suck word go keep enthralled engaged whole time excellent performance marlon brando well deserved best actor oscar al pacino robert duvall james caan nomination best supporting actor movie launched pacinos career revitalised brandos beyond pure art entertainment movie defined set benchmark gangsterdrama gritty crimedramas several excellent james cagney movie white heat pick bunch well original scarface crime drama great film noir drama however none grittiness profundity sheer breadth depth story godfather monumental influence seen work scorsese goodfellas especially tarantino many director overtly excellent tv series soprano alltime classic
"Engrossing motion picture that features some of the finest editing, cinematography and performances ever. There is a wonderful theme of family that runs through this film and its later sequels. No one is truly judged. Love is unconditional. God is the one who truly judges. Easily, the word masterpiece describes this film, but that's been said by so many...Who am I to argue? Masterpiece is right on the money.",engrossing motion picture feature finest editing cinematography performance ever wonderful theme family run film later sequel one truly judged love unconditional god one truly judge easily word masterpiece describes film thats said manywho argue masterpiece right money
This film is pretty much the perfection of the craft. Every single aspect of The Godfather is outstanding. There are so many iconic lines and moments throughout the movie that have been replicated and entrenched in culture over the years. There really isn't too much else to say. This is truly the peak of filmmaking.,film pretty much perfection craft every single aspect godfather outstanding many iconic line moment throughout movie replicated entrenched culture year really isnt much else say truly peak filmmaking
"It's still one of the most iconic films today.

And it's fun for modern people to!

So you can watch it with every friend you want.",still one iconic film today fun modern people watch every friend want
"The Godfather deserves to be called the best movie in history, and from my personal point of view, nothing is wrong with it",godfather deserves called best movie history personal point view nothing wrong
"""The Godfather"" is so smart, so well written (an Oscar winner for Best Adapted Screenplay) and so well performed that it would have succeeded under the very worst of circumstances. Marlon Brando (Oscar-winning, even though he refused the award) gives the performance of a lifetime as the head of a Mafia family that will do anything and everything to dominate organized crime in post-World War II New York City. However, the face of crime is quickly changing and other syndicates are targeting Brando to eliminate him as competition. What no one figured was that youngest son Al Pacino (Oscar-nominated) may be even more ruthless and maniacal than his father. Robert Duvall and James Caan both received Oscar nominations for their roles in the wicked mix. Diane Keaton, Talia Shire, Abe Vigoda and John Cazale all do arguably the best work of their respective careers. ""The Godfather"" is epic film-making which ended up being the first true picture to deal with the topic in a non-film noir style. It is an amazing achievement which is probably the best movie produced in the 1970s (that is saying a whole lot by the way) and quite possibly the greatest motion picture of all time. An excellent movie from every cinematic angle imaginable. 5 stars out of 5.",godfather smart well written oscar winner best adapted screenplay well performed would succeeded worst circumstance marlon brando oscarwinning even though refused award give performance lifetime head mafia family anything everything dominate organized crime postworld war ii new york city however face crime quickly changing syndicate targeting brando eliminate competition one figured youngest son al pacino oscarnominated may even ruthless maniacal father robert duvall james caan received oscar nomination role wicked mix diane keaton talia shire abe vigoda john cazale arguably best work respective career godfather epic filmmaking ended first true picture deal topic nonfilm noir style amazing achievement probably best movie produced saying whole lot way quite possibly greatest motion picture time excellent movie every cinematic angle imaginable star
"The Godfather is arguably the most over-rated movie ever made. To be fair it is a technical feast, with impressive period design, and the music is memorable, but nothing else is. Pacino is dull, Keaton is forgettable, Duvall goes through the motions, and the script lacks the punch it probably had in 1972. Goodfellas, in one movie, tells the same rise and fall story that The Godfather has over three movies in a far more enjoyable and vivid way.",godfather arguably overrated movie ever made fair technical feast impressive period design music memorable nothing else pacino dull keaton forgettable duvall go motion script lack punch probably goodfellas one movie tell rise fall story godfather three movie far enjoyable vivid way
"Marlon Brando is Don Vito Corleone, head of perhaps the most powerful New York-area mafia family in the 1940s, in this well-respected film by director/writer Francis Ford Coppola. As the film begins, Vito is receiving ""business"" guests in his office at his home while his daughter Connie's (Talia Shire) wedding and reception are taking place. The epic plot takes place over many years, telling the story of Vito, his family--including Michael (Al Pacino), Santino (James Caan) and Tom Hagen (Robert Duvall), his associates, and their interactions with other mob syndicates.

The Godfather is commonly considered to be one of the ""greatest films of all time"". Even though I've given it a 10, I wouldn't put that same kind of exalted emphasis on it. I've given literally thousands of films 10s over the years, and for me, Godfather just barely made a 10. I think it has a number of flaws, but Coppola also has a knack for transcending the problems with some brilliant move or another. At any rate, it is definitely must-see viewing--even if it's only because it's so highly regarded--if you've not experienced the film yet. I think it's a good idea to attain cultural literacy, and films as popularly loved as The Godfather become necessary elements in achieving that literacy.

Shorn of its gangster trappings, The Godfather is sprawling and soap-operatic in tone. The sprawl is appropriate to its origins as a novel by Mario Puzo, who also co-wrote the screenplay with Coppola. There is a large cast of characters--maybe too large, as it can be difficult to keep track of just who everyone is. Even after you've watched the film a couple times you may find scenes where mobsters seem to spontaneously appear and you catch yourself saying, ""Wait, who is that guy supposed to be again?"" The soap opera angle can be a positive or negative depending on your tastes. I tend to not like soap-operatic stories, but of course Coppola put yummy gangster topping on this one to make it palatable for guys like me. At root, though, The Godfather is concerned with realistic depictions of a very dysfunctional family as they try to make it through life--including marriages, births, adultery, spats between family members, tiffs with others in their community, and so on. My theory is that the soap opera angle accounts for much of the film's appeal. For me, it (and the slight lack of focus from the sprawl) accounts for much of the reason that I barely gave the film a 10.

But two things help the film transcend a lower score for me. Even though the gangster stuff has been far surpassed in graphic brutality in the intervening years, the dramatic context of the violence usually gives it tremendous impact. Films like Ichi the Killer (2001), which I just watched for the first time the night before watching The Godfather again, make the Godfather's brutality fit for Sesame Street in comparison. However, although Ichi's violence is effective, setting that knob to ""11"" doesn't make it better. Besides, Ichi is so over the top that it would make many Godfather fans want to hurl.

To the extent that Coppola and Puzo just focus on the extended Corleone family, they create tremendous depth in their relationships. The whole film can be looked at as a fascinating depiction of ""oscillating"" dynamics in the family, with the pole pairs being interacting/distancing, control/lack of control, benevolence/malevolence. Most character stances and actions are some combination of those ranges of characteristics, and everyone dances around the poles, so to speak, throughout the film. From this angle, even the attractive surface violence (well, attractive to us fans of that stuff in artworks) is mainly there for the purpose of pushing characters more to one pole or the other. There is an implication that underlying these mechanisms is some natural tendency towards achieving (a dynamic) equilibrium.

But there are more superficial stylistic factors that help push my score up to a 10, also. The most obvious, which everyone and their grandparents have mentioned, are the performances. It's tough to go wrong when you have a cast including Al Pacino, Marlon Brando, Robert Duvall, James Caan, Diane Keaton, and so on. Another commonly mentioned element that I agree is fantastic and superbly integrated to create atmosphere is Nino Rota's score.

Less often mentioned is the consistently intriguing cinematography by Gordon Willis. Most of Willis' unusual shots in the film are so subtle as to be barely noticeable unless you're looking for them. The opening, for example, consists of a long (it lasts a few minutes) ""zoom out"" from Amerigo Bonasera (Salvatore Corsitto). The shot is beautifully lit--most of the frame is extremely dark, giving Bonasera a chiaroscuro effect (the opening is also unusual in that it's a long monologue from a minor character).

Willis and Coppola have a knack for placing their actors in the frame to create depth and interesting visual patterns. This is done so slyly that at first blush you wouldn't believe it's something they thought about, but if you keep this in mind while watching, you can see delightful visual paths that zigzag, wind to a focal point, and so on, all created by the confluence of actors and scenery in the frame.

If you haven't seen The Godfather before, the most important thing you can do before watching is to forget about all of the ""greatest film of all time"" hype. That's only likely to set up expectations that could never be met; more than likely you'll be disappointed. Just think of it as one of the better films from one of Hollywood's more admirable but relatively odder directors, featuring earlier performances from a very well known cast, and keep in mind that it's as much a ""historical family saga"" as a crime or gangster film.",marlon brando vito corleone head perhaps powerful new yorkarea mafia family wellrespected film directorwriter francis ford coppola film begin vito receiving business guest office home daughter connies talia shire wedding reception taking place epic plot take place many year telling story vito familyincluding michael al pacino santino james caan tom hagen robert duvall associate interaction mob syndicate godfather commonly considered one greatest film time even though ive given wouldnt put kind exalted emphasis ive given literally thousand film year godfather barely made think number flaw coppola also knack transcending problem brilliant move another rate definitely mustsee viewingeven highly regardedif youve experienced film yet think good idea attain cultural literacy film popularly loved godfather become necessary element achieving literacy shorn gangster trapping godfather sprawling soapoperatic tone sprawl appropriate origin novel mario puzo also cowrote screenplay coppola large cast charactersmaybe large difficult keep track everyone even youve watched film couple time may find scene mobster seem spontaneously appear catch saying wait guy supposed soap opera angle positive negative depending taste tend like soapoperatic story course coppola put yummy gangster topping one make palatable guy like root though godfather concerned realistic depiction dysfunctional family try make lifeincluding marriage birth adultery spat family member tiff others community theory soap opera angle account much film appeal slight lack focus sprawl account much reason barely gave film two thing help film transcend lower score even though gangster stuff far surpassed graphic brutality intervening year dramatic context violence usually give tremendous impact film like ichi killer watched first time night watching godfather make godfather brutality fit sesame street comparison however although ichis violence effective setting knob doesnt make better besides ichi top would make many godfather fan want hurl extent coppola puzo focus extended corleone family create tremendous depth relationship whole film looked fascinating depiction oscillating dynamic family pole pair interactingdistancing controllack control benevolencemalevolence character stance action combination range characteristic everyone dance around pole speak throughout film angle even attractive surface violence well attractive u fan stuff artwork mainly purpose pushing character one pole implication underlying mechanism natural tendency towards achieving dynamic equilibrium superficial stylistic factor help push score also obvious everyone grandparent mentioned performance tough go wrong cast including al pacino marlon brando robert duvall james caan diane keaton another commonly mentioned element agree fantastic superbly integrated create atmosphere nino rota score less often mentioned consistently intriguing cinematography gordon willis willis unusual shot film subtle barely noticeable unless youre looking opening example consists long last minute zoom amerigo bonasera salvatore corsitto shot beautifully litmost frame extremely dark giving bonasera chiaroscuro effect opening also unusual long monologue minor character willis coppola knack placing actor frame create depth interesting visual pattern done slyly first blush wouldnt believe something thought keep mind watching see delightful visual path zigzag wind focal point created confluence actor scenery frame havent seen godfather important thing watching forget greatest film time hype thats likely set expectation could never met likely youll disappointed think one better film one hollywood admirable relatively odder director featuring earlier performance well known cast keep mind much historical family saga crime gangster film
"Don Vito Corleone (Marlon Brando) is the head of a Mafia family. Sonny (James Caan) is his eldest and heir apparent. Michael (Al Pacino) is a return WWII hero and wants to keep out of the family business. The Don refuses to go into the drug business which precipitate a mob war.

There is no doubt that this is one of the greatest movie of all times. Director Francis Ford Coppola has crafted a masterpiece from Mario Puzo's novel. It is not just a great story, but great characters and great actors playing them. Forty years later, it's still as compelling as ever. The pacing is slower than today's standard, but it packs a punch more potent than anything recent. The acting power alone is incredible. When you consider that Al Pacino is the new unknown kid, the cast is unquestionable the best that Hollywood has to offer in that era. Every 10 minutes, there is an iconic scene. There is no way I can list them all.

I rarely give a 10. Rarer still do I give it with no reservation. A perfect movie is not enough. It has to have cultural significance and some originality. That is 'The Godfather'. It is still being referenced today. May all the haters sleep with the fishes.",vito corleone marlon brando head mafia family sonny james caan eldest heir apparent michael al pacino return wwii hero want keep family business refuse go drug business precipitate mob war doubt one greatest movie time director francis ford coppola crafted masterpiece mario puzos novel great story great character great actor playing forty year later still compelling ever pacing slower today standard pack punch potent anything recent acting power alone incredible consider al pacino new unknown kid cast unquestionable best hollywood offer era every minute iconic scene way list rarely give rarer still give reservation perfect movie enough cultural significance originality godfather still referenced today may hater sleep fish
"The power of cinema at its purest and most vivid expression. Screenplay, direction, cinematography, acting, editing, it all comes in the most elevated form. Francis Ford Coppola is a craftsman, as every director and artist should be, that draws inspiration from the power of the words and of the actions of characters and provides the standard upon which all the following history of cinema relies. It's an historic work of art.",power cinema purest vivid expression screenplay direction cinematography acting editing come elevated form francis ford coppola craftsman every director artist draw inspiration power word action character provides standard upon following history cinema relies historic work art
"This movie is great in every way. Great plot, great characters, memorable quotes and scenes, and a great representation of the book it's based on. It's a must see for everyone.",movie great every way great plot great character memorable quote scene great representation book based must see everyone
"Before giving a summary of this classic, let me just say that this is ""The Masterpiece of all Masterpieces"" when it comes to movies. When I review movies, I consider the godfather as the greatest of all time and rate the movies according. There is no greater movie than this one.

Don Vito Corleone(Marlon Brando, is The Godfather of the ""Corleone Family Mafia"". Michael Corleone(Al Pacino) returns from war with no intention of joining the family business. Bad blood between the heads of the five families cause a shooting on Don Vito, which keeps Michael away from Kay Adams(Diane Keaton), his girlfriend, and closer to his family with Sonny (James Caan), Fredo(John Cazale), Connie(Taila Shire), and family lawyer Tom Hagen(Robert Duvall). Sonny takes over the family business through Don Vito's bad health and takes very aggressive action. A war is created between the heads of the family, leading to assassinations, betrayal, revenge, and suffering on all parts. To end this chaos, Michael Corleone takes over the family business with his father as his adviser.

The movie is absolutely flawless. The lighting is incredible. It's so dark at some points that Brando's eyes are shadowed. The acting is insanely great. Brando does a better acting job in The Godfather, than he does in On the Waterfront. Pacino's acting is superb. He stars in his first major role, leading to many great performances following. James Caan, Robert Duvall, and Diane Keaton give great performances as well. The movie received 4 Oscar nominations for acting alone(Brando in leading role/ Pacino, Caan, and Duvall in supporting role). The movie was nominated for 11 academy awards and won 3 of them (Best Picture, Best Screenplay, and Best Actor-Marlon Brando)in 1972.

Overall, the movie is flawless in every aspect that a critic looks for. It is highly entertaining, shocking, and tear jerking of epic proportions.

I highly recommend this movie.",giving summary classic let say masterpiece masterpiece come movie review movie consider godfather greatest time rate movie according greater movie one vito corleonemarlon brando godfather corleone family mafia michael corleoneal pacino return war intention joining family business bad blood head five family cause shooting vito keep michael away kay adamsdiane keaton girlfriend closer family sonny james caan fredojohn cazale connietaila shire family lawyer tom hagenrobert duvall sonny take family business vitos bad health take aggressive action war created head family leading assassination betrayal revenge suffering part end chaos michael corleone take family business father adviser movie absolutely flawless lighting incredible dark point brandos eye shadowed acting insanely great brando better acting job godfather waterfront pacinos acting superb star first major role leading many great performance following james caan robert duvall diane keaton give great performance well movie received oscar nomination acting alonebrando leading role pacino caan duvall supporting role movie nominated academy award best picture best screenplay best actormarlon brandoin overall movie flawless every aspect critic look highly entertaining shocking tear jerking epic proportion highly recommend movie
"The Godfather (1972) is Francis Ford Coppola's epic classic masterpiece and is one of the best crime films in the world that it ever was made. It is my favorite best film and I will always watch it. None of the movies like are The Godfather didn't make or did a job well done like Mario Puzo's The Godfather. The Godfather is a 1972 film about a Mafia crime family and the outbreak of a New York City gang war in the late 1940s. One of the original ""Movie Brats"" who had not had a hit after seven films, director Coppola collaborated on the epic film's screenplay with Mario Puzo who had written a best-selling novel of the same name about a Mafia dynasty (the Corleones). The Godfather catapulted Francis Ford Coppola to directorial superstardom, and popularized the following euphemistic phrase (of brutal coercion): ""I'm gonna make him an offer he can't refuse."" I love this film to death! Marlon Brando's performance is one of his best, the acting in here is superb and awesome. Marlon Brando's the most memorable character. The only two films that he later made were Superman (1978) and Apocalypse Now (1979) that were a major hit in the box office. He never made in to making any sequels so those three films are his brilliant performances that are known today. Al Pacino played Michael Corleone superb and brilliant. I love that this film is set in In late summer 1945 and shows how the history really was. When the aging head of a famous crime family decides to transfer his position to one of his subalterns, a series of unfortunate events start happening to the family, and a war begins between all the well-known families leading to insolence, deportation, murder and revenge, and ends with the favorable successor being finally chosen. The Best of the best film of the world I love it!!!!

The superb, three-part gangster saga was inaugurated with this film from Italian-American director Francis Ford Coppola, The Godfather (1972). The first two parts of the lush and grand saga are among the most celebrated, landmark films of all time. Many film reviewers consider the second part equal or superior to the original, although the first part was a tremendous critical and commercial success - and the highest grossing film of its time. This mythic, tragic film contributed to a resurgence in the American film industry, after a decade of competition from cinema abroad.

Francis Ford Coppola's epic features Marlon Brando in his Oscar-winning role as the patriarch of the Corleone family. Director Coppola paints a chilling portrait of the Sicilian clan's rise and near fall from power in America, masterfully balancing the story between the Corleone's family life and the ugly crime business in which they are engaged. Based on Mario Puzo's best-selling novel and featuring career-making performances by Al Pacino, James Caan and Robert Duvall, this searing and brilliant film garnered ten Academy Award nominations, and won three including Best Picture of 1972. (Paramount Pictures)

The Godfather is a 1972 American crime film directed by Francis Ford Coppola and produced by Albert S. Ruddy from a screenplay by Mario Puzo and Coppola. Starring Marlon Brando and Al Pacino as the leaders of the fictional Corleone New York crime family, the story spans the years 1945-55, concentrating on the transformation of Michael Corleone from reluctant family outsider to ruthless Mafia boss while chronicling the family under the patriarch Vito.

Definitely one of the best crime gangster movie of all time. The movie that changed the history forever! Francis Ford Coppola's direction was superb and fantastic, not even that he shot with camera scenes that is impossible to lost. The film has character development, a terrific cast and awesome epic scenes that I love. Talia Shire as Connie Corleone did a wonderful fantastic job as Michael's Sister and Vito's daughter. Gosh this movie is awesome and fantastic! I love it to death!!!!!

10/10 Grade: Bad-Ass Seal Of Approval Studio: Paramount Pictures Starring: Marlon Brando,Al Pacino,James Caan, Richard Castellano, Robert Duvall,Sterling Hayden, John Marley, Richard Conte,Diane Keaton Director: Francis Ford Coppola Producer: Albert S. Ruddy Screenplay: Mario Puzo, Francis Ford Coppola Rated: R Running Time: 2 Hrs. 55 Mins. Budget: $6.000.000 Box Office: $134.821.952",godfather francis ford coppola epic classic masterpiece one best crime film world ever made favorite best film always watch none movie like godfather didnt make job well done like mario puzos godfather godfather film mafia crime family outbreak new york city gang war late one original movie brat hit seven film director coppola collaborated epic film screenplay mario puzo written bestselling novel name mafia dynasty corleones godfather catapulted francis ford coppola directorial superstardom popularized following euphemistic phrase brutal coercion im gonna make offer cant refuse love film death marlon brandos performance one best acting superb awesome marlon brandos memorable character two film later made superman apocalypse major hit box office never made making sequel three film brilliant performance known today al pacino played michael corleone superb brilliant love film set late summer show history really aging head famous crime family decides transfer position one subaltern series unfortunate event start happening family war begin wellknown family leading insolence deportation murder revenge end favorable successor finally chosen best best film world love superb threepart gangster saga inaugurated film italianamerican director francis ford coppola godfather first two part lush grand saga among celebrated landmark film time many film reviewer consider second part equal superior original although first part tremendous critical commercial success highest grossing film time mythic tragic film contributed resurgence american film industry decade competition cinema abroad francis ford coppola epic feature marlon brando oscarwinning role patriarch corleone family director coppola paint chilling portrait sicilian clan rise near fall power america masterfully balancing story corleones family life ugly crime business engaged based mario puzos bestselling novel featuring careermaking performance al pacino james caan robert duvall searing brilliant film garnered ten academy award nomination three including best picture paramount picture godfather american crime film directed francis ford coppola produced albert ruddy screenplay mario puzo coppola starring marlon brando al pacino leader fictional corleone new york crime family story span year concentrating transformation michael corleone reluctant family outsider ruthless mafia bos chronicling family patriarch vito definitely one best crime gangster movie time movie changed history forever francis ford coppola direction superb fantastic even shot camera scene impossible lost film character development terrific cast awesome epic scene love talia shire connie corleone wonderful fantastic job michael sister vitos daughter gosh movie awesome fantastic love death grade badass seal approval studio paramount picture starring marlon brandoal pacinojames caan richard castellano robert duvallsterling hayden john marley richard contediane keaton director francis ford coppola producer albert ruddy screenplay mario puzo francis ford coppola rated r running time hr min budget box office
"I never liked the IMDb top 250 list. So i haven't thought about this one for a very long time. Then i watched Shawshank and immediately became a fan. Somewhere i read that Godfather was at the top of the 250 before Shawshank and that's when i decided to take a chance with Godfather.

I wasn't a fan of gangster flicks so it's fair to say i never thought i'd sit through all 3 hours and minutes. What can i say? This film changed every thing about my taste in movies. After watching this i ended up as a fan of gangster movies and i went on to watch some pretty old movies and some of the longest running films. (And now i am a fan of IMDb's 250)

I had a go at this movie again (for the 5th time)yesterday and compelled to write a review here.I'm not gonna say anything new here after all these 1687 reviews but anyone reading this i guess you probably watched the movie and inspired enough to read the reviews here. If that so give me a thumps up!

In my opinion The Greatest Gangster Film ever. And Arguably the greatest movie of all time. 10 out of 10.",never liked imdb top list havent thought one long time watched shawshank immediately became fan somewhere read godfather top shawshank thats decided take chance godfather wasnt fan gangster flick fair say never thought id sit hour minute say film changed every thing taste movie watching ended fan gangster movie went watch pretty old movie longest running film fan imdbs go movie th timeyesterday compelled write review hereim gonna say anything new review anyone reading guess probably watched movie inspired enough read review give thump opinion greatest gangster film ever arguably greatest movie time
"It contains good actors, effects, sounds, music & direction but its not a film that should be considered as the best film of all time. I can watch it over again and think its good or great but i think that a movie like this should have 8,0 - 8,4 at imdb. And not 100 on metacritic. Or 97% on rt.

But its a great film that i can watch multiple times. And i like the music. I wouldnt say its bad. I just say that i dont think its worth more than 9 on imdb or a lot of other rewards this movie has got. But i still love it. Its just a little overrated.

Hope this was helpful.

7/10 to the godfather from me.",contains good actor effect sound music direction film considered best film time watch think good great think movie like imdb metacritic rt great film watch multiple time like music wouldnt say bad say dont think worth imdb lot reward movie got still love little overrated hope helpful godfather
